pmcid,n_participants
4215464,63.0
5440465,2.0
2516172,47.0
3506600,
5091824,35.0
4132649,
4073651,
5244672,
6864886,
3261380,
8371886,
8278207,
3423441,24.0
4116759,22.0
3825257,
2759373,
3608539,
4160952,16.0
6893234,17.0
7686764,119.0
6861198,
2803733,
6391930,54.0
6104074,
4834943,
4498104,
7902065,
5032244,50.0
6261580,27.0
5030369,83.0
4632075,
3795327,
7511887,
5721596,
4197644,
7179344,27.0
3492182,12.0
6543522,24.0
7862649,224.0
2816724,23.0
4912932,
3941612,24.0
6974892,12.0
6232505,2.0
6374424,
4581560,27.0
7336138,
3494684,41.0
7713359,
5168646,18.0
5256670,
7356844,20.0
3187762,
4738294,42.0
8157607,
3967532,
7018059,2.0
4506983,49.0
8167968,
3544832,
2919410,19.0
8476857,
3480469,26.0
3458074,
3933564,80.0
4700263,10.0
7816461,48.0
6082980,15.0
4816805,
7251158,
2755766,12.0
6074837,11.0
2868299,
3462766,
6787009,
3376727,20.0
6538577,
3218372,
6915704,
7533640,
4974501,24.0
5319953,
4564562,
5416694,
2938977,39.0
3565817,
6223116,
7522851,
2584040,2.0
6794683,56.0
3554878,
6110881,28.0
4047091,48.0
8598242,85.0
3703531,
5810040,8.0
3981758,28.0
7930634,8.0
4938958,18.0
5126868,24.0
5351631,66.0
8688399,3.0
7981307,
6995405,80.0
7014141,
4768680,13.0
5732967,41.0
3872732,29.0
8832877,
3744058,36.0
5006878,8.0
3967534,8.0
3569458,
3918649,8.0
7952868,30.0
2859810,
7900488,
3140479,
4753321,9.0
8203345,78.0
8276458,51.0
6344438,45.0
5954893,2.0
6508624,27.0
6061207,9.0
4624866,80.0
8589810,81.0
8481585,720.0
6373934,30.0
4052338,10.0
5825897,24.0
4324997,
4229501,14.0
6105189,
4914983,20.0
6491039,
5539178,25.0
5535744,32.0
6074614,82.0
6141635,
4753805,
5593184,
2695008,28.0
6971211,
6063348,
7506052,30.0
3726865,
7476068,127.0
4273608,
7014820,
3445573,12.0
3506436,
8025655,41.0
3373527,23.0
4228502,19.0
4016310,38.0
4921464,16.0
4748034,35.0
5861187,
4568337,
3602016,21.0
8384810,2.0
7033450,3.0
7501693,
6971822,
8660877,
6620714,
7816934,
5901964,
4754765,
5989618,18.0
7578432,
6856165,
2996305,
4418763,
5074286,4.0
2667181,24.0
5023093,16.0
3657709,24.0
8064775,75.0
4580315,16.0
5612468,16.0
5787555,14.0
8427063,37.0
4124462,17.0
3603994,
8699822,31.0
3835900,
5240249,
5872489,129.0
3267031,24.0
3042380,
5415819,
3868176,
4372545,
3963376,18.0
7283585,
5082531,
5472613,
8413163,
5589926,19.0
3616250,5.0
4939358,3.0
4432080,1.0
6405436,60.0
7033456,58.0
4211386,30.0
3871293,
7267926,50.0
4995168,
3598753,
3912430,
5559812,50.0
7859438,60.0
4814553,30.0
6519915,38.0
5939209,24.0
3831091,
4204386,41.0
6444301,
5868769,
3279707,24.0
4728009,
8328277,145.0
7495114,
2856674,18.0
3313548,16.0
3605420,
8378794,32.0
8446353,72.0
6580427,
7744880,73.0
4321660,
4169531,
4459168,75.0
8896555,
6167473,
7371896,18.0
4299957,
8500876,59.0
5478270,30.0
2987510,36.0
8712565,25.0
4552664,62.0
3299768,43.0
5418232,
6469048,20.0
3635018,16.0
5607125,
5153603,36.0
7439597,45.0
7334611,
3406317,22.0
4429366,
6786756,36.0
3797465,
6521098,33.0
8519858,
4760755,12.0
4893496,20.0
6356006,12.0
4833895,
5434828,31.0
5061089,
8585844,36.0
4500585,19.0
6522834,32.0
3677130,
2625333,10.0
7089996,52.0
7543941,
2789405,15.0
4260866,18.0
3747149,11.0
3072382,18.0
3398390,2.0
8596961,62.0
4113975,33.0
3384259,
4374450,10.0
8102620,75.0
6156348,
5378777,200.0
2679199,20.0
4301016,
8115666,24.0
5459906,58.0
5002428,8.0
5490062,
7281781,83.0
7028277,
4550786,38.0
4830618,67.0
6458356,33.0
3960334,120.0
8894202,
3607793,
6338059,79.0
4017150,
5090046,
7367880,32.0
3838991,10.0
4053655,
6841919,
4814794,
5364459,20.0
3319907,13.0
5612991,
6477506,32.0
6403295,13.0
7669903,62.0
4375788,
6033386,5.0
6517954,
6051941,
6027957,
4502353,6.0
5271317,
3887023,67.0
8048057,85.0
6703143,30.0
6137311,
4556991,
5233672,66.0
6409331,
2981419,10.0
3195690,
3621767,
3905356,
4558976,40.0
6189475,32.0
5073125,
2267490,
4720218,
2693664,18.0
5078804,41.0
3904110,
4602085,17.0
5830351,18.0
5040752,28.0
3807048,
8886646,312.0
4543582,
5932177,20.0
8429380,
3119789,
6234525,52.0
3547329,
3667190,20.0
4465937,16.0
4410787,20.0
3666968,20.0
8668439,
7408461,11.0
8633536,74.0
8693354,
6969196,
5977449,
4300003,14.0
6882310,24.0
7182973,32.0
6422826,10.0
4176032,
6085917,70.0
8754678,85.0
7238288,
8529279,123.0
4828456,
7469823,
7812596,93.0
6277805,6.0
8152835,26.0
3213127,13.0
5405064,28.0
6505710,
6262037,26.0
3351439,1.0
4705349,
5656597,
5901935,34.0
2939655,
5171814,24.0
6838657,
7679381,
4443021,
6750201,78.0
3225902,
6612132,136.0
3492494,
2947936,
8203188,69.0
3566529,
7066353,
7518069,
7893090,10.0
4667066,23.0
4890016,40.0
7268012,
5113059,23.0
5722310,
3350069,41.0
5603698,
4609410,17.0
6975290,
3280525,
6634058,
5344901,14.0
8069225,
2231369,
6864898,
5519538,72.0
4494027,
2633349,19.0
6430005,48.0
3661949,
6965060,60.0
4990413,29.0
4396351,5.0
5787137,55.0
8481633,89.0
2568959,
6057276,34.0
6923468,39.0
7918676,
6215333,92.0
5772563,2.0
5776082,3.0
5324352,15.0
8493300,17.0
6275219,
4624365,
2806951,
7334452,162.0
7485420,
3559478,
7779396,
4184794,
2683943,4.0
7314931,
6838093,
3315099,
3076433,32.0
8284389,
6692433,40.0
3682993,
4743418,
5402715,27.0
4543892,46.0
6289073,31.0
5801296,54.0
3688578,19.0
6418099,
8898830,
8534020,58.0
7499295,62.0
5485378,36.0
5810285,1.0
4614319,8.0
4908160,20.0
6523415,
7691246,22.0
4075334,23.0
3547013,17.0
6964811,44.0
3791276,14.0
3783488,2.0
6563769,21.0
4981336,50.0
7044545,
4976095,18.0
5517483,40.0
2706325,15.0
4521505,7.0
6892816,
5603029,40.0
4785213,278.0
5714878,36.0
7093095,61.0
2746806,26.0
5647646,
5320604,63.0
5722017,36.0
6079279,
3643713,17.0
8895376,
8046141,
8026345,
5683807,
4157554,18.0
3777779,82.0
5460054,18.0
3769349,
5434195,
6477654,23.0
6766853,32.0
7710896,
4433098,
4379998,17.0
3702497,
5890198,18.0
5487465,
5736650,14.0
5373110,23.0
6603131,70.0
3786613,16.0
4646674,
5493837,37.0
8577044,
4200220,14.0
4831124,
3805951,
3217668,
3875519,30.0
7082015,88.0
4854410,
8861823,30.0
4150124,132.0
5012579,21.0
4172871,30.0
8565005,
2903486,
5675730,15.0
8542772,20.0
8790475,
4338815,18.0
6778831,
6051291,8.0
6680427,
8452380,80.0
4460034,21.0
4041563,31.0
4715124,
3779866,42.0
6491847,
8281314,
4771748,20.0
8062334,45.0
3523259,3.0
4723992,
8476348,
5767843,
6082929,25.0
4785273,
5952255,
5932339,78.0
6667674,56.0
6014584,55.0
4324356,
4477190,54.0
8018883,24.0
6488919,96.0
7862288,
3558499,34.0
6070862,2.0
3499449,
6459927,106.0
6920213,
4552824,
6820158,110.0
8828077,
7473423,50.0
3237491,16.0
8517525,30.0
8740448,30.0
8615877,11.0
5733863,18.0
5328315,46.0
4349632,23.0
7268040,
7311494,
7708928,36.0
6025608,
4795711,
5032987,
5153555,40.0
7929989,
6055646,
6865530,20.0
4912858,121.0
8897706,
5012606,11.0
3677092,53.0
6363380,
4433670,
5066914,
6333856,18.0
6093481,60.0
7930883,28.0
6970151,33.0
7822072,13.0
4951481,29.0
7145196,
5909247,12.0
7567983,
8810806,29.0
5962628,
6803655,34.0
4018444,40.0
6423085,
4696812,5.0
5596085,
4706972,
6204486,30.0
3073934,
8249891,
3737471,362.0
3173383,
3196491,16.0
5484279,37.0
7531545,
2764349,
6450666,
6793871,22.0
4402026,26.0
8693765,
6302822,36.0
4270393,
3799008,
4546410,26.0
2572192,
5618270,
4123716,32.0
6788296,56.0
4149038,20.0
6726596,58.0
3559645,
8607164,
7262007,
4564220,26.0
3818257,
6411827,11.0
5435748,41.0
7562935,
4683460,
3782473,26.0
6690512,40.0
4749380,
3729599,33.0
3518874,
4917538,
8628146,30.0
5037197,18.0
7385240,36.0
3374941,
8249884,34.0
6174248,59.0
3783387,
4215400,10.0
3205481,
3720617,
4709422,
6690736,53.0
8589974,100.0
7292267,
4625212,4.0
4370559,16.0
6662889,
6737283,1.0
2793371,3.0
4131189,46.0
5607552,20.0
5592780,
4270311,
5472615,34.0
8770425,113.0
2638013,16.0
5540826,
6688450,71.0
7192759,10.0
6306625,
4382975,
3946492,
6691771,61.0
5870359,15.0
2697279,10.0
2694932,20.0
3429427,10.0
7494675,
7047962,69.0
6193108,3.0
4322572,2.0
6580312,
4790904,3.0
4077017,39.0
6489540,20.0
6312116,
5041526,6.0
6420575,77.0
4311618,24.0
6373538,20.0
3764021,
6369791,54.0
6314635,24.0
4980767,
4178249,33.0
8090767,28.0
5705718,
5587688,
4203817,
4354350,32.0
4066186,
3867357,17.0
2643476,16.0
4594019,
5813029,20.0
6088776,
2860504,
7971046,
8215659,
4995017,81.0
6732149,
4736480,
6002968,82.0
3707182,
6969343,49.0
4160997,49.0
8635046,105.0
6994751,
3485317,15.0
4561672,40.0
3797968,
3616056,
5671608,27.0
3173374,
4589641,18.0
7693624,14.0
4561903,
7047914,41.0
8443365,78.0
8221338,
4209722,24.0
8777079,49.0
6414400,18.0
5021995,18.0
8236041,11.0
7416054,
6352299,22.0
7840259,33.0
8357002,13.0
7751325,26.0
5595783,41.0
5709437,
7056998,16.0
8236945,
3696086,18.0
6581736,42.0
6423170,2.0
8717427,51.0
3804471,
5853626,
6335744,180.0
5591329,100.0
6930905,45.0
8290839,
8005702,42.0
4175071,
3914861,1.0
6413302,
4055001,15.0
3644936,
4001047,
3871398,
4062465,40.0
7971531,
7275517,169.0
6707554,18.0
3360699,28.0
3541073,80.0
3872307,
2671306,
6371424,202.0
3837007,19.0
5538346,
4316608,25.0
3002933,
3876977,11.0
7473971,15.0
4971065,16.0
3430664,29.0
3896435,5.0
5788979,28.0
3725398,20.0
6728376,383.0
3988374,
5323110,198.0
6360608,
3148238,16.0
8594961,
6291517,34.0
4536125,28.0
3877131,
4005943,
5407639,32.0
4519547,
8303916,14.0
3853351,40.0
3767892,
7367818,31.0
3775752,10.0
7355178,
3214046,20.0
3033899,
5567054,
5370516,32.0
2935969,11.0
5974035,50.0
6008551,16.0
2921150,25.0
6251472,
7416057,424.0
5787069,71.0
2680057,36.0
7406510,
6736976,
4607499,11.0
5231350,15.0
7096733,31.0
7052336,
6776603,35.0
5919956,
3434213,36.0
3320628,12.0
6083552,12.0
4263234,
8369927,1.0
8206209,
8752965,39.0
5605556,
3653128,10.0
2440815,
8639013,27.0
3862486,40.0
6969350,
3933715,36.0
8639725,
6969119,
7830976,62.0
7687999,34.0
7329310,30.0
6529676,
3533380,
8240196,95.0
4396619,
8412372,
3656906,28.0
5515815,36.0
5396873,30.0
7721231,64.0
4064667,16.0
4468216,
6821801,
5928107,19.0
7205008,13.0
8295253,
3250458,13.0
2988799,4.0
3840899,6.0
2515325,10.0
4585217,
5863896,
4950303,
3236756,
7186243,50.0
4128667,38.0
6733807,39.0
5974222,49.0
2927239,1.0
6776974,
3888393,
6443641,24.0
4514841,29.0
6749092,174.0
5785471,
4219727,
4010762,27.0
4627358,20.0
5670208,14.0
6525165,44.0
6507243,40.0
4805536,
4595771,
6460665,
4122173,
7303392,120.0
7569470,
4397440,12.0
5565317,9.0
3000383,7.0
3059627,
6992642,47.0
4624709,3.0
5519515,42.0
8103021,102.0
6037822,40.0
2846311,
3756304,29.0
3026801,35.0
4913931,61.0
5626656,41.0
3791288,37.0
4608360,306.0
3405281,7.0
5228032,802.0
4681551,
4379694,
4183380,
8721204,
4806909,
5913255,36.0
4292587,16.0
4470923,18.0
3031025,46.0
7889502,
3285156,
3303838,
8568270,
4131910,162.0
5553850,29.0
6319210,29.0
6408456,20.0
8639080,
8717032,58.0
5842755,
3610836,
2727699,18.0
7530292,
4441506,
3960496,22.0
3252302,30.0
8336636,40.0
4536227,42.0
6300783,
5561271,
3313953,
4806293,
5743927,22.0
3425483,
6200969,
7720576,46.0
7243043,
6326732,70.0
5506482,8.0
8414185,
4431841,24.0
3659193,13.0
3914938,15.0
4019529,18.0
7759401,
4969290,
5013133,56.0
5459425,32.0
6520565,60.0
6715348,
6043808,41.0
5527158,
5088411,27.0
8635858,
4804345,
7927302,25.0
5357648,16.0
3062602,16.0
6102448,
4431742,
6277790,
6492000,30.0
4107942,
4318496,50.0
4686003,18.0
3946624,
4561342,27.0
3726528,
8462460,
4674054,
7927289,
7721807,38.0
5422531,30.0
6046038,78.0
6165861,26.0
8280218,418.0
4438592,
5734432,16.0
7374241,
6817507,24.0
5809475,4.0
4281879,2.0
7021708,25.0
3965474,8.0
4061244,19.0
5797124,6.0
8718871,
5339306,801.0
6752853,104.0
7502830,
3058137,50.0
5973829,
3818244,344.0
8186241,
4335563,
5166998,
4668874,5.0
5359252,
5329062,7.0
3968764,5.0
4300211,63.0
7977301,
3063350,
8669134,30.0
3261378,20.0
3776934,16.0
6127636,
4626569,12.0
7547086,
3654219,
3098368,15.0
3445610,16.0
5816817,12.0
4657106,4.0
6736628,15.0
3000328,26.0
6668391,
4557829,17.0
4189334,19.0
3730190,
4804440,
8572938,1.0
6174222,
4306523,18.0
6209625,45.0
6828617,
3377684,
8277796,
4709635,
3498331,25.0
8863239,
3313067,603.0
5783269,38.0
4832139,12.0
5831930,
6146453,40.0
4024664,
3432259,10.0
3184148,16.0
6154975,
7821580,30.0
5905235,70.0
7994340,40.0
5964831,60.0
3443433,22.0
2913324,14.0
4517841,
8329664,
4933876,
3908296,
6145856,
7076146,
5083948,
3868915,17.0
5447510,1.0
8019812,
4151069,30.0
6153347,14.0
3842844,13.0
6373696,
6001281,
5708742,
5973500,
4490615,
2491899,
4598480,117.0
2737115,23.0
7264388,
1574332,18.0
6579875,20.0
3701233,221.0
3893263,
3384885,8.0
5172249,4.0
7268041,
8668990,104.0
3509118,26.0
4107490,
7391276,12.0
5582206,32.0
7341652,
4459041,
7136238,39.0
4040936,10.0
3928251,20.0
8635780,
8247769,
3221051,
3483622,
7998905,56.0
8146460,
4517522,
3692468,
3916321,40.0
8559501,
6258168,
3417167,19.0
5074002,6.0
4401664,37.0
2570483,10.0
7702236,60.0
4256062,
3299676,2.0
3345356,4.0
6889084,
6204485,23.0
7689411,
8741989,81.0
7267915,
6616568,56.0
7555068,
8248357,107.0
7929978,
3736548,32.0
4999060,102.0
3427359,18.0
5057137,
4879128,28.0
6236232,57.0
8471665,35.0
6868065,18.0
8791738,20.0
7533550,9.0
5741239,
7527900,
5155664,
6969085,
8249894,
8886665,
6532294,
4492789,
3631111,18.0
5025431,
4872412,26.0
3499771,
6905409,30.0
6328464,
8831882,
3026336,
5090005,24.0
3590243,30.0
8222619,79.0
4276016,21.0
4085720,22.0
3608942,95.0
7268089,
3815022,
7267899,
5895040,
5614979,
6420474,138.0
6533560,
8119860,31.0
7267954,36.0
3428632,10.0
4692512,27.0
8553174,10.0
8419258,2.0
8648800,
3991848,
6206214,
4422645,
5999593,10.0
4401774,34.0
4533249,36.0
6006772,10.0
3543360,70.0
6545793,39.0
3667546,18.0
7440179,9.0
2941677,
4395363,28.0
4761650,29.0
4332494,
5472149,30.0
2526014,12.0
3534624,
2571962,
6510960,19.0
3997501,
3391196,
8468102,
6043684,
4255056,30.0
6140103,61.0
3628360,26.0
4327739,100.0
7603304,140.0
7269728,
8354930,17.0
5102637,
4990538,25.0
3972453,
6362203,4.0
4033845,
4067566,17.0
6836753,45.0
7267922,
5885301,6.0
3646913,37.0
6621543,11.0
2622763,
5770631,
7094193,
3461575,18.0
7251141,74.0
6150950,3.0
4145656,
5701130,
3255994,
4266023,14.0
3751506,
6965093,25.0
3356714,12.0
7502837,43.0
7005099,11.0
4009445,32.0
5772373,56.0
3994419,21.0
6456806,30.0
3582635,
2453130,24.0
3395033,12.0
5766664,
3695981,45.0
8361856,
5893589,
6474656,15.0
5269713,21.0
7296115,
5359195,36.0
8144551,
8784820,
8354716,159.0
3706617,
5662181,
4510423,
5397581,69.0
3606142,
7397392,
7578765,25.0
5989351,
7721226,17.0
8784770,
3548516,19.0
3466188,36.0
4971080,11.0
3709002,21.0
8127154,12.0
2876035,20.0
6162493,17.0
6357517,21.0
4351830,
4537426,
5735118,15.0
6381043,
7501852,15.0
4266288,1.0
5879116,
4589681,
3826561,
3866129,19.0
5072568,30.0
4861722,186.0
4105563,15.0
6250688,40.0
6987860,
3777787,
2603585,18.0
5541072,19.0
5292421,35.0
2780828,8.0
6524815,6.0
5830455,
7781392,
7775992,
5861091,
6506638,22.0
3756280,
8721296,
3900765,2.0
6650186,3.0
5797423,
3245630,14.0
4494028,68.0
3757296,
5089972,40.0
3367930,
7125356,2.0
3582543,
7375084,
8555254,76.0
8137842,
4496065,18.0
6489567,
4220120,23.0
8762169,35.0
6929676,41.0
6386400,
4586926,47.0
4512033,46.0
6393460,83.0
8180846,
3871382,
5318365,
3867665,
7329082,15.0
5633146,23.0
2577936,15.0
3984446,
4266292,48.0
6544009,24.0
7015912,17.0
2901385,
8548428,
2950159,40.0
3655325,19.0
5474717,58.0
3968753,45.0
2887490,14.0
2564949,14.0
4736129,14.0
4556960,206.0
7052844,182.0
3477078,
7107010,
8571566,
5563353,
3967629,13.0
2257999,2.0
8740316,34.0
2943931,20.0
4260673,
5057312,
6240578,1.0
5496109,10.0
4569885,15.0
3364481,
8218241,13.0
8053196,
8667073,13.0
4230164,10.0
4701927,14.0
6530394,
7541958,
6861733,19.0
8803449,
3960510,18.0
5216367,
2643328,
6289042,31.0
5476347,42.0
4446895,
3855765,34.0
8026251,12.0
4266850,
3130379,
4451342,43.0
6307498,
3025660,1.0
2816174,67.0
6472739,18.0
6286581,
4960248,
4420500,14.0
3951306,2.0
3483466,49.0
6861567,135.0
6759985,15.0
5917670,27.0
3387383,
7726072,
4915335,
3662123,
5698860,
7462432,51.0
4370557,
2987555,
4779536,13.0
8858977,
6457628,
3500464,28.0
4086202,12.0
4386762,
3775540,38.0
2820701,12.0
8150994,
4763436,
8463837,
8615846,11.0
4854607,
5478695,835.0
6791817,28.0
2577943,
4047966,20.0
3590175,
3221036,
8642429,
3795450,42.0
6377652,7.0
6443848,
5440725,21.0
8413769,37.0
3324571,20.0
4184667,
5434152,
6219793,
3774999,18.0
6442315,32.0
6596197,
8335153,20.0
5595864,
